Country,Year,Consumption,Type,Classification
Australia,2012,0.03,Geothermal_Biomass_Others,Renewable
Australia,2013,0.03,Geothermal_Biomass_Others,Renewable
Australia,2014,0.03,Geothermal_Biomass_Others,Renewable
Australia,2015,0.03,Geothermal_Biomass_Others,Renewable
Australia,2016,0.03,Geothermal_Biomass_Others,Renewable
Australia,2017,0.03,Geothermal_Biomass_Others,Renewable
Australia,2018,0.03,Geothermal_Biomass_Others,Renewable
Australia,2019,0.03,Geothermal_Biomass_Others,Renewable
Austria,2000,0.02,Geothermal_Biomass_Others,Renewable
Austria,2001,0.02,Geothermal_Biomass_Others,Renewable
Austria,2002,0.02,Geothermal_Biomass_Others,Renewable
Austria,2003,0.02,Geothermal_Biomass_Others,Renewable
Austria,2004,0.02,Geothermal_Biomass_Others,Renewable
Austria,2005,0.02,Geothermal_Biomass_Others,Renewable
Austria,2006,0.03,Geothermal_Biomass_Others,Renewable
Austria,2007,0.04,Geothermal_Biomass_Others,Renewable
Austria,2008,0.04,Geothermal_Biomass_Others,Renewable
Austria,2009,0.04,Geothermal_Biomass_Others,Renewable
Austria,2010,0.04,Geothermal_Biomass_Others,Renewable
Austria,2011,0.04,Geothermal_Biomass_Others,Renewable
Austria,2012,0.04,Geothermal_Biomass_Others,Renewable
Austria,2013,0.04,Geothermal_Biomass_Others,Renewable
Austria,2014,0.04,Geothermal_Biomass_Others,Renewable
Austria,2015,0.04,Geothermal_Biomass_Others,Renewable
Austria,2016,0.04,Geothermal_Biomass_Others,Renewable
Austria,2017,0.04,Geothermal_Biomass_Others,Renewable
Austria,2018,0.04,Geothermal_Biomass_Others,Renewable
Austria,2019,0.04,Geothermal_Biomass_Others,Renewable
Azerbaijan,2000,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2001,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2002,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2003,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2004,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2005,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2006,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2007,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2008,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2009,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2010,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2011,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2012,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2013,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2014,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2015,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2016,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2017,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2018,0,Geothermal_Biomass_Others,Renewable
Azerbaijan,2019,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2000,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2001,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2002,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2003,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2004,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2005,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2006,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2007,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2008,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2009,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2010,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2011,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2012,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2013,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2014,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2015,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2016,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2017,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2018,0,Geothermal_Biomass_Others,Renewable
Bangladesh,2019,0,Geothermal_Biomass_Others,Renewable
Belarus,2000,0,Geothermal_Biomass_Others,Renewable
Belarus,2001,0,Geothermal_Biomass_Others,Renewable
Belarus,2002,0,Geothermal_Biomass_Others,Renewable
Belarus,2003,0,Geothermal_Biomass_Others,Renewable
Belarus,2004,0,Geothermal_Biomass_Others,Renewable
Belarus,2005,0,Geothermal_Biomass_Others,Renewable
Belarus,2006,0,Geothermal_Biomass_Others,Renewable
Belarus,2007,0,Geothermal_Biomass_Others,Renewable
Belarus,2008,0,Geothermal_Biomass_Others,Renewable
Belarus,2009,0,Geothermal_Biomass_Others,Renewable
Belarus,2010,0,Geothermal_Biomass_Others,Renewable
Belarus,2011,0,Geothermal_Biomass_Others,Renewable
Belarus,2012,0,Geothermal_Biomass_Others,Renewable
Belarus,2013,0,Geothermal_Biomass_Others,Renewable
Belarus,2014,0,Geothermal_Biomass_Others,Renewable
Belarus,2015,0,Geothermal_Biomass_Others,Renewable
Belarus,2016,0,Geothermal_Biomass_Others,Renewable
Belarus,2017,0,Geothermal_Biomass_Others,Renewable
Belarus,2018,0,Geothermal_Biomass_Others,Renewable
Belarus,2019,0,Geothermal_Biomass_Others,Renewable
Belgium,2000,0.01,Geothermal_Biomass_Others,Renewable
Belgium,2001,0.01,Geothermal_Biomass_Others,Renewable
Belgium,2002,0.01,Geothermal_Biomass_Others,Renewable
Belgium,2003,0.01,Geothermal_Biomass_Others,Renewable
Belgium,2004,0.01,Geothermal_Biomass_Others,Renewable
Belgium,2005,0.02,Geothermal_Biomass_Others,Renewable
Belgium,2006,0.02,Geothermal_Biomass_Others,Renewable
Belgium,2007,0.02,Geothermal_Biomass_Others,Renewable
Belgium,2008,0.03,Geothermal_Biomass_Others,Renewable
Belgium,2009,0.04,Geothermal_Biomass_Others,Renewable
Belgium,2010,0.04,Geothermal_Biomass_Others,Renewable
Belgium,2011,0.04,Geothermal_Biomass_Others,Renewable
Belgium,2012,0.05,Geothermal_Biomass_Others,Renewable
Belgium,2013,0.05,Geothermal_Biomass_Others,Renewable
Belgium,2014,0.04,Geothermal_Biomass_Others,Renewable
Belgium,2015,0.05,Geothermal_Biomass_Others,Renewable
Belgium,2016,0.05,Geothermal_Biomass_Others,Renewable
Belgium,2017,0.05,Geothermal_Biomass_Others,Renewable
Belgium,2018,0.05,Geothermal_Biomass_Others,Renewable
Belgium,2019,0.05,Geothermal_Biomass_Others,Renewable
Brazil,2000,0.08,Geothermal_Biomass_Others,Renewable
Brazil,2001,0.09,Geothermal_Biomass_Others,Renewable
Brazil,2002,0.1,Geothermal_Biomass_Others,Renewable
Brazil,2003,0.12,Geothermal_Biomass_Others,Renewable
Brazil,2004,0.12,Geothermal_Biomass_Others,Renewable
Brazil,2005,0.13,Geothermal_Biomass_Others,Renewable
Brazil,2006,0.14,Geothermal_Biomass_Others,Renewable
Brazil,2007,0.17,Geothermal_Biomass_Others,Renewable
Brazil,2008,0.19,Geothermal_Biomass_Others,Renewable
Brazil,2009,0.22,Geothermal_Biomass_Others,Renewable
Brazil,2010,0.3,Geothermal_Biomass_Others,Renewable
Brazil,2011,0.3,Geothermal_Biomass_Others,Renewable
Brazil,2012,0.33,Geothermal_Biomass_Others,Renewable
Brazil,2013,0.38,Geothermal_Biomass_Others,Renewable
Brazil,2014,0.43,Geothermal_Biomass_Others,Renewable
Brazil,2015,0.45,Geothermal_Biomass_Others,Renewable
Brazil,2016,0.46,Geothermal_Biomass_Others,Renewable
Brazil,2017,0.48,Geothermal_Biomass_Others,Renewable
Brazil,2018,0.49,Geothermal_Biomass_Others,Renewable
Brazil,2019,0.5,Geothermal_Biomass_Others,Renewable
Bulgaria,2000,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2001,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2002,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2003,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2004,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2005,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2006,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2007,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2008,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2009,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2010,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2011,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2012,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2013,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2014,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2015,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2016,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2017,0,Geothermal_Biomass_Others,Renewable
Bulgaria,2018,0.01,Geothermal_Biomass_Others,Renewable
Bulgaria,2019,0.01,Geothermal_Biomass_Others,Renewable
Canada,2000,0.09,Geothermal_Biomass_Others,Renewable
Canada,2001,0.1,Geothermal_Biomass_Others,Renewable
Canada,2002,0.1,Geothermal_Biomass_Others,Renewable
Canada,2003,0.09,Geothermal_Biomass_Others,Renewable
Canada,2004,0.1,Geothermal_Biomass_Others,Renewable
Canada,2005,0.09,Geothermal_Biomass_Others,Renewable
Canada,2006,0.09,Geothermal_Biomass_Others,Renewable
Canada,2007,0.09,Geothermal_Biomass_Others,Renewable
Canada,2008,0.08,Geothermal_Biomass_Others,Renewable
Canada,2009,0.08,Geothermal_Biomass_Others,Renewable
Canada,2010,0.1,Geothermal_Biomass_Others,Renewable
Canada,2011,0.1,Geothermal_Biomass_Others,Renewable
Canada,2012,0.1,Geothermal_Biomass_Others,Renewable
Canada,2013,0.1,Geothermal_Biomass_Others,Renewable
Canada,2014,0.09,Geothermal_Biomass_Others,Renewable
Canada,2015,0.09,Geothermal_Biomass_Others,Renewable
Canada,2016,0.1,Geothermal_Biomass_Others,Renewable
Canada,2017,0.1,Geothermal_Biomass_Others,Renewable
Canada,2018,0.09,Geothermal_Biomass_Others,Renewable
Canada,2019,0.1,Geothermal_Biomass_Others,Renewable
Central America,2000,0.03,Geothermal_Biomass_Others,Renewable
Central America,2001,0.03,Geothermal_Biomass_Others,Renewable
Central America,2002,0.03,Geothermal_Biomass_Others,Renewable
Central America,2003,0.03,Geothermal_Biomass_Others,Renewable
Central America,2004,0.04,Geothermal_Biomass_Others,Renewable
Central America,2005,0.04,Geothermal_Biomass_Others,Renewable
Central America,2006,0.04,Geothermal_Biomass_Others,Renewable
Central America,2007,0.05,Geothermal_Biomass_Others,Renewable
Central America,2008,0.05,Geothermal_Biomass_Others,Renewable
Central America,2009,0.05,Geothermal_Biomass_Others,Renewable
Central America,2010,0.06,Geothermal_Biomass_Others,Renewable
Central America,2011,0.06,Geothermal_Biomass_Others,Renewable
Central America,2012,0.06,Geothermal_Biomass_Others,Renewable
Central America,2013,0.07,Geothermal_Biomass_Others,Renewable
Central America,2014,0.07,Geothermal_Biomass_Others,Renewable
Central America,2015,0.07,Geothermal_Biomass_Others,Renewable
Central America,2016,0.08,Geothermal_Biomass_Others,Renewable
Central America,2017,0.08,Geothermal_Biomass_Others,Renewable
Central America,2018,0.08,Geothermal_Biomass_Others,Renewable
Central America,2019,0.09,Geothermal_Biomass_Others,Renewable
Chile,2000,0.01,Geothermal_Biomass_Others,Renewable
Chile,2001,0.02,Geothermal_Biomass_Others,Renewable
Chile,2002,0.02,Geothermal_Biomass_Others,Renewable
Chile,2003,0.02,Geothermal_Biomass_Others,Renewable
Chile,2004,0.02,Geothermal_Biomass_Others,Renewable
Chile,2005,0.02,Geothermal_Biomass_Others,Renewable
Chile,2006,0.01,Geothermal_Biomass_Others,Renewable
Chile,2007,0.03,Geothermal_Biomass_Others,Renewable
Chile,2008,0.03,Geothermal_Biomass_Others,Renewable
Chile,2009,0.03,Geothermal_Biomass_Others,Renewable
Chile,2010,0.03,Geothermal_Biomass_Others,Renewable
Chile,2011,0.04,Geothermal_Biomass_Others,Renewable
Chile,2012,0.06,Geothermal_Biomass_Others,Renewable
Chile,2013,0.06,Geothermal_Biomass_Others,Renewable
Chile,2014,0.05,Geothermal_Biomass_Others,Renewable
Chile,2015,0.05,Geothermal_Biomass_Others,Renewable
Chile,2016,0.06,Geothermal_Biomass_Others,Renewable
Chile,2017,0.07,Geothermal_Biomass_Others,Renewable
Chile,2018,0.08,Geothermal_Biomass_Others,Renewable
Chile,2019,0.09,Geothermal_Biomass_Others,Renewable
China,2000,0.03,Geothermal_Biomass_Others,Renewable
China,2001,0.03,Geothermal_Biomass_Others,Renewable
China,2002,0.03,Geothermal_Biomass_Others,Renewable
China,2003,0.02,Geothermal_Biomass_Others,Renewable
China,2004,0.02,Geothermal_Biomass_Others,Renewable
China,2005,0.05,Geothermal_Biomass_Others,Renewable
China,2006,0.07,Geothermal_Biomass_Others,Renewable
China,2007,0.09,Geothermal_Biomass_Others,Renewable
China,2008,0.14,Geothermal_Biomass_Others,Renewable
China,2009,0.2,Geothermal_Biomass_Others,Renewable
China,2010,0.23,Geothermal_Biomass_Others,Renewable
China,2011,0.26,Geothermal_Biomass_Others,Renewable
China,2012,0.28,Geothermal_Biomass_Others,Renewable
China,2013,0.34,Geothermal_Biomass_Others,Renewable
China,2014,0.42,Geothermal_Biomass_Others,Renewable
China,2015,0.49,Geothermal_Biomass_Others,Renewable
China,2016,0.56,Geothermal_Biomass_Others,Renewable
China,2017,0.72,Geothermal_Biomass_Others,Renewable
China,2018,0.84,Geothermal_Biomass_Others,Renewable
China,2019,0.92,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2000,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2001,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2002,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2003,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2004,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2005,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2006,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2007,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2008,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2009,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2010,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2011,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2012,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2013,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2014,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2015,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2016,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2017,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2018,0,Geothermal_Biomass_Others,Renewable
China Hong Kong SAR,2019,0,Geothermal_Biomass_Others,Renewable
Colombia,2000,0,Geothermal_Biomass_Others,Renewable
Colombia,2001,0,Geothermal_Biomass_Others,Renewable
Colombia,2002,0,Geothermal_Biomass_Others,Renewable
Colombia,2003,0,Geothermal_Biomass_Others,Renewable
Colombia,2004,0,Geothermal_Biomass_Others,Renewable
Colombia,2005,0,Geothermal_Biomass_Others,Renewable
Colombia,2006,0.01,Geothermal_Biomass_Others,Renewable
Colombia,2007,0,Geothermal_Biomass_Others,Renewable
Colombia,2008,0,Geothermal_Biomass_Others,Renewable
Colombia,2009,0.01,Geothermal_Biomass_Others,Renewable
Colombia,2010,0.01,Geothermal_Biomass_Others,Renewable
Colombia,2011,0.01,Geothermal_Biomass_Others,Renewable
Colombia,2012,0.01,Geothermal_Biomass_Others,Renewable
Colombia,2013,0.01,Geothermal_Biomass_Others,Renewable
Colombia,2014,0.02,Geothermal_Biomass_Others,Renewable
Colombia,2015,0.02,Geothermal_Biomass_Others,Renewable
Colombia,2016,0.02,Geothermal_Biomass_Others,Renewable
Colombia,2017,0.02,Geothermal_Biomass_Others,Renewable
Colombia,2018,0.02,Geothermal_Biomass_Others,Renewable
Colombia,2019,0.02,Geothermal_Biomass_Others,Renewable
Croatia,2000,0,Geothermal_Biomass_Others,Renewable
Croatia,2001,0,Geothermal_Biomass_Others,Renewable
Croatia,2002,0,Geothermal_Biomass_Others,Renewable
Croatia,2003,0,Geothermal_Biomass_Others,Renewable
Croatia,2004,0,Geothermal_Biomass_Others,Renewable
Croatia,2005,0,Geothermal_Biomass_Others,Renewable
Croatia,2006,0,Geothermal_Biomass_Others,Renewable
Croatia,2007,0,Geothermal_Biomass_Others,Renewable
Croatia,2008,0,Geothermal_Biomass_Others,Renewable
Croatia,2009,0,Geothermal_Biomass_Others,Renewable
Croatia,2010,0,Geothermal_Biomass_Others,Renewable
Croatia,2011,0,Geothermal_Biomass_Others,Renewable
Croatia,2012,0,Geothermal_Biomass_Others,Renewable
Croatia,2013,0,Geothermal_Biomass_Others,Renewable
Croatia,2014,0,Geothermal_Biomass_Others,Renewable
Croatia,2015,0,Geothermal_Biomass_Others,Renewable
Croatia,2016,0,Geothermal_Biomass_Others,Renewable
Croatia,2017,0,Geothermal_Biomass_Others,Renewable
Croatia,2018,0.01,Geothermal_Biomass_Others,Renewable
Croatia,2019,0.01,Geothermal_Biomass_Others,Renewable
Cyprus,2000,0,Geothermal_Biomass_Others,Renewable
Cyprus,2001,0,Geothermal_Biomass_Others,Renewable
Cyprus,2002,0,Geothermal_Biomass_Others,Renewable
Cyprus,2003,0,Geothermal_Biomass_Others,Renewable
Cyprus,2004,0,Geothermal_Biomass_Others,Renewable
Cyprus,2005,0,Geothermal_Biomass_Others,Renewable
Cyprus,2006,0,Geothermal_Biomass_Others,Renewable
Cyprus,2007,0,Geothermal_Biomass_Others,Renewable
Cyprus,2008,0,Geothermal_Biomass_Others,Renewable
Cyprus,2009,0,Geothermal_Biomass_Others,Renewable
Cyprus,2010,0,Geothermal_Biomass_Others,Renewable
Cyprus,2011,0,Geothermal_Biomass_Others,Renewable
Cyprus,2012,0,Geothermal_Biomass_Others,Renewable
Cyprus,2013,0,Geothermal_Biomass_Others,Renewable
Cyprus,2014,0,Geothermal_Biomass_Others,Renewable
Cyprus,2015,0,Geothermal_Biomass_Others,Renewable
Cyprus,2016,0,Geothermal_Biomass_Others,Renewable
Cyprus,2017,0,Geothermal_Biomass_Others,Renewable
Cyprus,2018,0,Geothermal_Biomass_Others,Renewable
Cyprus,2019,0,Geothermal_Biomass_Others,Renewable
Czech Republic,2000,0.01,Geothermal_Biomass_Others,Renewable
Czech Republic,2001,0.01,Geothermal_Biomass_Others,Renewable
Czech Republic,2002,0,Geothermal_Biomass_Others,Renewable
Czech Republic,2003,0,Geothermal_Biomass_Others,Renewable
Czech Republic,2004,0.01,Geothermal_Biomass_Others,Renewable
Czech Republic,2005,0.01,Geothermal_Biomass_Others,Renewable
Czech Republic,2006,0.01,Geothermal_Biomass_Others,Renewable
Czech Republic,2007,0.01,Geothermal_Biomass_Others,Renewable
Czech Republic,2008,0.01,Geothermal_Biomass_Others,Renewable
Czech Republic,2009,0.02,Geothermal_Biomass_Others,Renewable
Czech Republic,2010,0.02,Geothermal_Biomass_Others,Renewable
Czech Republic,2011,0.03,Geothermal_Biomass_Others,Renewable
Czech Republic,2012,0.03,Geothermal_Biomass_Others,Renewable
Czech Republic,2013,0.04,Geothermal_Biomass_Others,Renewable
Czech Republic,2014,0.04,Geothermal_Biomass_Others,Renewable
Czech Republic,2015,0.04,Geothermal_Biomass_Others,Renewable
Czech Republic,2016,0.04,Geothermal_Biomass_Others,Renewable
Czech Republic,2017,0.04,Geothermal_Biomass_Others,Renewable
Czech Republic,2018,0.04,Geothermal_Biomass_Others,Renewable
Czech Republic,2019,0.04,Geothermal_Biomass_Others,Renewable
Denmark,2000,0.01,Geothermal_Biomass_Others,Renewable
Denmark,2001,0.02,Geothermal_Biomass_Others,Renewable
Denmark,2002,0.02,Geothermal_Biomass_Others,Renewable
Denmark,2003,0.02,Geothermal_Biomass_Others,Renewable
Denmark,2004,0.03,Geothermal_Biomass_Others,Renewable
Denmark,2005,0.03,Geothermal_Biomass_Others,Renewable
Denmark,2006,0.03,Geothermal_Biomass_Others,Renewable
Denmark,2007,0.03,Geothermal_Biomass_Others,Renewable
Denmark,2008,0.03,Geothermal_Biomass_Others,Renewable
Denmark,2009,0.03,Geothermal_Biomass_Others,Renewable
Denmark,2010,0.04,Geothermal_Biomass_Others,Renewable
Denmark,2011,0.04,Geothermal_Biomass_Others,Renewable
Denmark,2012,0.04,Geothermal_Biomass_Others,Renewable
Denmark,2013,0.04,Geothermal_Biomass_Others,Renewable
Denmark,2014,0.04,Geothermal_Biomass_Others,Renewable
Denmark,2015,0.04,Geothermal_Biomass_Others,Renewable
Denmark,2016,0.04,Geothermal_Biomass_Others,Renewable
Denmark,2017,0.06,Geothermal_Biomass_Others,Renewable
Denmark,2018,0.05,Geothermal_Biomass_Others,Renewable
Denmark,2019,0.06,Geothermal_Biomass_Others,Renewable
Eastern Africa,2000,0.01,Geothermal_Biomass_Others,Renewable
Eastern Africa,2001,0.02,Geothermal_Biomass_Others,Renewable
Eastern Africa,2002,0.01,Geothermal_Biomass_Others,Renewable
Eastern Africa,2003,0.02,Geothermal_Biomass_Others,Renewable
Eastern Africa,2004,0.02,Geothermal_Biomass_Others,Renewable
Eastern Africa,2005,0.02,Geothermal_Biomass_Others,Renewable
Eastern Africa,2006,0.02,Geothermal_Biomass_Others,Renewable
Eastern Africa,2007,0.02,Geothermal_Biomass_Others,Renewable
Eastern Africa,2008,0.02,Geothermal_Biomass_Others,Renewable
Eastern Africa,2009,0.03,Geothermal_Biomass_Others,Renewable
Eastern Africa,2010,0.03,Geothermal_Biomass_Others,Renewable
Eastern Africa,2011,0.03,Geothermal_Biomass_Others,Renewable
Eastern Africa,2012,0.03,Geothermal_Biomass_Others,Renewable
Eastern Africa,2013,0.03,Geothermal_Biomass_Others,Renewable
Eastern Africa,2014,0.04,Geothermal_Biomass_Others,Renewable
Eastern Africa,2015,0.06,Geothermal_Biomass_Others,Renewable
Eastern Africa,2016,0.06,Geothermal_Biomass_Others,Renewable
Eastern Africa,2017,0.06,Geothermal_Biomass_Others,Renewable
Eastern Africa,2018,0.06,Geothermal_Biomass_Others,Renewable
Eastern Africa,2019,0.06,Geothermal_Biomass_Others,Renewable
Ecuador,2000,0,Geothermal_Biomass_Others,Renewable
Ecuador,2001,0,Geothermal_Biomass_Others,Renewable
Ecuador,2002,0,Geothermal_Biomass_Others,Renewable
Ecuador,2003,0,Geothermal_Biomass_Others,Renewable
Ecuador,2004,0,Geothermal_Biomass_Others,Renewable
Ecuador,2005,0,Geothermal_Biomass_Others,Renewable
Ecuador,2006,0,Geothermal_Biomass_Others,Renewable
Ecuador,2007,0,Geothermal_Biomass_Others,Renewable
Ecuador,2008,0,Geothermal_Biomass_Others,Renewable
Ecuador,2009,0,Geothermal_Biomass_Others,Renewable
Ecuador,2010,0,Geothermal_Biomass_Others,Renewable
Ecuador,2011,0,Geothermal_Biomass_Others,Renewable
Ecuador,2012,0,Geothermal_Biomass_Others,Renewable
Ecuador,2013,0,Geothermal_Biomass_Others,Renewable
Ecuador,2014,0,Geothermal_Biomass_Others,Renewable
Ecuador,2015,0,Geothermal_Biomass_Others,Renewable
Ecuador,2016,0,Geothermal_Biomass_Others,Renewable
Ecuador,2017,0,Geothermal_Biomass_Others,Renewable
Ecuador,2018,0,Geothermal_Biomass_Others,Renewable
Ecuador,2019,0,Geothermal_Biomass_Others,Renewable
Egypt,2000,0,Geothermal_Biomass_Others,Renewable
Egypt,2001,0,Geothermal_Biomass_Others,Renewable
Egypt,2002,0,Geothermal_Biomass_Others,Renewable
Egypt,2003,0,Geothermal_Biomass_Others,Renewable
Egypt,2004,0,Geothermal_Biomass_Others,Renewable
Egypt,2005,0,Geothermal_Biomass_Others,Renewable
Egypt,2006,0,Geothermal_Biomass_Others,Renewable
Egypt,2007,0,Geothermal_Biomass_Others,Renewable
Egypt,2008,0,Geothermal_Biomass_Others,Renewable
Egypt,2009,0,Geothermal_Biomass_Others,Renewable
Egypt,2010,0,Geothermal_Biomass_Others,Renewable
Egypt,2011,0,Geothermal_Biomass_Others,Renewable
Egypt,2012,0,Geothermal_Biomass_Others,Renewable
Egypt,2013,0,Geothermal_Biomass_Others,Renewable
Egypt,2014,0,Geothermal_Biomass_Others,Renewable
Egypt,2015,0,Geothermal_Biomass_Others,Renewable
Egypt,2016,0,Geothermal_Biomass_Others,Renewable
Egypt,2017,0,Geothermal_Biomass_Others,Renewable
Egypt,2018,0,Geothermal_Biomass_Others,Renewable
Egypt,2019,0,Geothermal_Biomass_Others,Renewable
Estonia,2000,0,Geothermal_Biomass_Others,Renewable
Estonia,2001,0,Geothermal_Biomass_Others,Renewable
Estonia,2002,0,Geothermal_Biomass_Others,Renewable
Estonia,2003,0,Geothermal_Biomass_Others,Renewable
Estonia,2004,0,Geothermal_Biomass_Others,Renewable
Estonia,2005,0,Geothermal_Biomass_Others,Renewable
Estonia,2006,0,Geothermal_Biomass_Others,Renewable
Estonia,2007,0,Geothermal_Biomass_Others,Renewable
Estonia,2008,0,Geothermal_Biomass_Others,Renewable
Estonia,2009,0,Geothermal_Biomass_Others,Renewable
Estonia,2010,0.01,Geothermal_Biomass_Others,Renewable
Estonia,2011,0.01,Geothermal_Biomass_Others,Renewable
Estonia,2012,0.01,Geothermal_Biomass_Others,Renewable
Estonia,2013,0.01,Geothermal_Biomass_Others,Renewable
Estonia,2014,0.01,Geothermal_Biomass_Others,Renewable
Estonia,2015,0.01,Geothermal_Biomass_Others,Renewable
Estonia,2016,0.01,Geothermal_Biomass_Others,Renewable
Estonia,2017,0.02,Geothermal_Biomass_Others,Renewable
Estonia,2018,0.01,Geothermal_Biomass_Others,Renewable
Estonia,2019,0.01,Geothermal_Biomass_Others,Renewable
Finland,2000,0.09,Geothermal_Biomass_Others,Renewable
Finland,2001,0.08,Geothermal_Biomass_Others,Renewable
Finland,2002,0.09,Geothermal_Biomass_Others,Renewable
Finland,2003,0.09,Geothermal_Biomass_Others,Renewable
Finland,2004,0.1,Geothermal_Biomass_Others,Renewable
Finland,2005,0.09,Geothermal_Biomass_Others,Renewable
Finland,2006,0.1,Geothermal_Biomass_Others,Renewable
Finland,2007,0.09,Geothermal_Biomass_Others,Renewable
Finland,2008,0.1,Geothermal_Biomass_Others,Renewable
Finland,2009,0.08,Geothermal_Biomass_Others,Renewable
Finland,2010,0.1,Geothermal_Biomass_Others,Renewable
Finland,2011,0.1,Geothermal_Biomass_Others,Renewable
Finland,2012,0.1,Geothermal_Biomass_Others,Renewable
Finland,2013,0.11,Geothermal_Biomass_Others,Renewable
Finland,2014,0.11,Geothermal_Biomass_Others,Renewable
Finland,2015,0.1,Geothermal_Biomass_Others,Renewable
Finland,2016,0.1,Geothermal_Biomass_Others,Renewable
Finland,2017,0.1,Geothermal_Biomass_Others,Renewable
Finland,2018,0.11,Geothermal_Biomass_Others,Renewable
Finland,2019,0.11,Geothermal_Biomass_Others,Renewable
France,2000,0.03,Geothermal_Biomass_Others,Renewable
France,2001,0.03,Geothermal_Biomass_Others,Renewable
France,2002,0.03,Geothermal_Biomass_Others,Renewable
France,2003,0.04,Geothermal_Biomass_Others,Renewable
France,2004,0.04,Geothermal_Biomass_Others,Renewable
France,2005,0.04,Geothermal_Biomass_Others,Renewable
France,2006,0.04,Geothermal_Biomass_Others,Renewable
France,2007,0.04,Geothermal_Biomass_Others,Renewable
France,2008,0.04,Geothermal_Biomass_Others,Renewable
