Country,Year,Consumption,Type,Classification
Algeria,2000,0.37,Oil,Traditional
Algeria,2001,0.38,Oil,Traditional
Algeria,2002,0.43,Oil,Traditional
Algeria,2003,0.44,Oil,Traditional
Algeria,2004,0.46,Oil,Traditional
Algeria,2005,0.48,Oil,Traditional
Algeria,2006,0.5,Oil,Traditional
Algeria,2007,0.56,Oil,Traditional
Algeria,2008,0.61,Oil,Traditional
Algeria,2009,0.65,Oil,Traditional
Algeria,2010,0.65,Oil,Traditional
Algeria,2011,0.69,Oil,Traditional
Algeria,2012,0.74,Oil,Traditional
Algeria,2013,0.77,Oil,Traditional
Algeria,2014,0.8,Oil,Traditional
Algeria,2015,0.85,Oil,Traditional
Algeria,2016,0.83,Oil,Traditional
Algeria,2017,0.81,Oil,Traditional
Algeria,2018,0.83,Oil,Traditional
Algeria,2019,0.88,Oil,Traditional
Argentina,2000,0.87,Oil,Traditional
Argentina,2001,0.84,Oil,Traditional
Argentina,2002,0.77,Oil,Traditional
Argentina,2003,0.8,Oil,Traditional
Argentina,2004,0.84,Oil,Traditional
Argentina,2005,0.89,Oil,Traditional
Argentina,2006,0.94,Oil,Traditional
Argentina,2007,1.04,Oil,Traditional
Argentina,2008,1.07,Oil,Traditional
Argentina,2009,1.05,Oil,Traditional
Argentina,2010,1.17,Oil,Traditional
Argentina,2011,1.18,Oil,Traditional
Argentina,2012,1.22,Oil,Traditional
Argentina,2013,1.31,Oil,Traditional
Argentina,2014,1.29,Oil,Traditional
Argentina,2015,1.32,Oil,Traditional
Argentina,2016,1.29,Oil,Traditional
Argentina,2017,1.26,Oil,Traditional
Argentina,2018,1.2,Oil,Traditional
Argentina,2019,1.19,Oil,Traditional
Australia,2000,1.68,Oil,Traditional
Australia,2001,1.69,Oil,Traditional
Australia,2002,1.69,Oil,Traditional
Australia,2003,1.69,Oil,Traditional
Australia,2004,1.74,Oil,Traditional
Australia,2005,1.72,Oil,Traditional
Australia,2006,1.87,Oil,Traditional
Australia,2007,1.84,Oil,Traditional
Australia,2008,1.85,Oil,Traditional
Australia,2009,1.83,Oil,Traditional
Australia,2010,1.82,Oil,Traditional
Australia,2011,1.94,Oil,Traditional
Australia,2012,2.01,Oil,Traditional
Australia,2013,2.05,Oil,Traditional
Australia,2014,2.07,Oil,Traditional
Australia,2015,2,Oil,Traditional
Australia,2016,2.01,Oil,Traditional
Australia,2017,2.1,Oil,Traditional
Australia,2018,2.16,Oil,Traditional
Australia,2019,2.14,Oil,Traditional
Austria,2000,0.51,Oil,Traditional
Austria,2001,0.56,Oil,Traditional
Austria,2002,0.57,Oil,Traditional
Austria,2003,0.61,Oil,Traditional
Austria,2004,0.6,Oil,Traditional
Austria,2005,0.59,Oil,Traditional
Austria,2006,0.59,Oil,Traditional
Austria,2007,0.56,Oil,Traditional
Austria,2008,0.55,Oil,Traditional
Austria,2009,0.53,Oil,Traditional
Austria,2010,0.55,Oil,Traditional
Austria,2011,0.51,Oil,Traditional
Austria,2012,0.51,Oil,Traditional
Austria,2013,0.53,Oil,Traditional
Austria,2014,0.51,Oil,Traditional
Austria,2015,0.5,Oil,Traditional
Austria,2016,0.52,Oil,Traditional
Austria,2017,0.53,Oil,Traditional
Austria,2018,0.54,Oil,Traditional
Austria,2019,0.55,Oil,Traditional
Azerbaijan,2000,0.27,Oil,Traditional
Azerbaijan,2001,0.17,Oil,Traditional
Azerbaijan,2002,0.16,Oil,Traditional
Azerbaijan,2003,0.18,Oil,Traditional
Azerbaijan,2004,0.2,Oil,Traditional
Azerbaijan,2005,0.23,Oil,Traditional
Azerbaijan,2006,0.21,Oil,Traditional
Azerbaijan,2007,0.19,Oil,Traditional
Azerbaijan,2008,0.16,Oil,Traditional
Azerbaijan,2009,0.14,Oil,Traditional
Azerbaijan,2010,0.14,Oil,Traditional
Azerbaijan,2011,0.17,Oil,Traditional
Azerbaijan,2012,0.18,Oil,Traditional
Azerbaijan,2013,0.2,Oil,Traditional
Azerbaijan,2014,0.2,Oil,Traditional
Azerbaijan,2015,0.2,Oil,Traditional
Azerbaijan,2016,0.2,Oil,Traditional
Azerbaijan,2017,0.2,Oil,Traditional
Azerbaijan,2018,0.21,Oil,Traditional
Azerbaijan,2019,0.21,Oil,Traditional
Bangladesh,2000,0.14,Oil,Traditional
Bangladesh,2001,0.17,Oil,Traditional
Bangladesh,2002,0.17,Oil,Traditional
Bangladesh,2003,0.18,Oil,Traditional
Bangladesh,2004,0.17,Oil,Traditional
Bangladesh,2005,0.17,Oil,Traditional
Bangladesh,2006,0.17,Oil,Traditional
Bangladesh,2007,0.16,Oil,Traditional
Bangladesh,2008,0.16,Oil,Traditional
Bangladesh,2009,0.15,Oil,Traditional
Bangladesh,2010,0.17,Oil,Traditional
Bangladesh,2011,0.22,Oil,Traditional
Bangladesh,2012,0.23,Oil,Traditional
Bangladesh,2013,0.23,Oil,Traditional
Bangladesh,2014,0.26,Oil,Traditional
Bangladesh,2015,0.27,Oil,Traditional
Bangladesh,2016,0.3,Oil,Traditional
Bangladesh,2017,0.33,Oil,Traditional
Bangladesh,2018,0.38,Oil,Traditional
Bangladesh,2019,0.37,Oil,Traditional
Belarus,2000,0.33,Oil,Traditional
Belarus,2001,0.32,Oil,Traditional
Belarus,2002,0.33,Oil,Traditional
Belarus,2003,0.34,Oil,Traditional
Belarus,2004,0.34,Oil,Traditional
Belarus,2005,0.32,Oil,Traditional
Belarus,2006,0.37,Oil,Traditional
Belarus,2007,0.34,Oil,Traditional
Belarus,2008,0.34,Oil,Traditional
Belarus,2009,0.39,Oil,Traditional
Belarus,2010,0.31,Oil,Traditional
Belarus,2011,0.36,Oil,Traditional
Belarus,2012,0.44,Oil,Traditional
Belarus,2013,0.3,Oil,Traditional
Belarus,2014,0.34,Oil,Traditional
Belarus,2015,0.29,Oil,Traditional
Belarus,2016,0.29,Oil,Traditional
Belarus,2017,0.29,Oil,Traditional
Belarus,2018,0.31,Oil,Traditional
Belarus,2019,0.32,Oil,Traditional
Belgium,2000,1.34,Oil,Traditional
Belgium,2001,1.36,Oil,Traditional
Belgium,2002,1.37,Oil,Traditional
Belgium,2003,1.44,Oil,Traditional
Belgium,2004,1.46,Oil,Traditional
Belgium,2005,1.45,Oil,Traditional
Belgium,2006,1.44,Oil,Traditional
Belgium,2007,1.46,Oil,Traditional
Belgium,2008,1.53,Oil,Traditional
Belgium,2009,1.38,Oil,Traditional
Belgium,2010,1.43,Oil,Traditional
Belgium,2011,1.33,Oil,Traditional
Belgium,2012,1.29,Oil,Traditional
Belgium,2013,1.32,Oil,Traditional
Belgium,2014,1.3,Oil,Traditional
Belgium,2015,1.35,Oil,Traditional
Belgium,2016,1.37,Oil,Traditional
Belgium,2017,1.39,Oil,Traditional
Belgium,2018,1.42,Oil,Traditional
Belgium,2019,1.38,Oil,Traditional
Brazil,2000,3.72,Oil,Traditional
Brazil,2001,3.78,Oil,Traditional
Brazil,2002,3.71,Oil,Traditional
Brazil,2003,3.6,Oil,Traditional
Brazil,2004,3.72,Oil,Traditional
Brazil,2005,3.79,Oil,Traditional
Brazil,2006,3.87,Oil,Traditional
Brazil,2007,4.02,Oil,Traditional
Brazil,2008,4.2,Oil,Traditional
Brazil,2009,4.16,Oil,Traditional
Brazil,2010,4.54,Oil,Traditional
Brazil,2011,4.83,Oil,Traditional
Brazil,2012,4.98,Oil,Traditional
Brazil,2013,5.26,Oil,Traditional
Brazil,2014,5.43,Oil,Traditional
Brazil,2015,5.09,Oil,Traditional
Brazil,2016,4.83,Oil,Traditional
Brazil,2017,4.9,Oil,Traditional
Brazil,2018,4.69,Oil,Traditional
Brazil,2019,4.73,Oil,Traditional
Bulgaria,2000,0.18,Oil,Traditional
Bulgaria,2001,0.19,Oil,Traditional
Bulgaria,2002,0.2,Oil,Traditional
Bulgaria,2003,0.2,Oil,Traditional
Bulgaria,2004,0.2,Oil,Traditional
Bulgaria,2005,0.22,Oil,Traditional
Bulgaria,2006,0.23,Oil,Traditional
Bulgaria,2007,0.22,Oil,Traditional
Bulgaria,2008,0.21,Oil,Traditional
Bulgaria,2009,0.19,Oil,Traditional
Bulgaria,2010,0.17,Oil,Traditional
Bulgaria,2011,0.17,Oil,Traditional
Bulgaria,2012,0.17,Oil,Traditional
Bulgaria,2013,0.16,Oil,Traditional
Bulgaria,2014,0.17,Oil,Traditional
Bulgaria,2015,0.19,Oil,Traditional
Bulgaria,2016,0.19,Oil,Traditional
Bulgaria,2017,0.2,Oil,Traditional
Bulgaria,2018,0.2,Oil,Traditional
Bulgaria,2019,0.21,Oil,Traditional
Canada,2000,3.93,Oil,Traditional
Canada,2001,3.99,Oil,Traditional
Canada,2002,4.1,Oil,Traditional
Canada,2003,4.24,Oil,Traditional
Canada,2004,4.4,Oil,Traditional
Canada,2005,4.36,Oil,Traditional
Canada,2006,4.31,Oil,Traditional
Canada,2007,4.43,Oil,Traditional
Canada,2008,4.38,Oil,Traditional
Canada,2009,4.13,Oil,Traditional
Canada,2010,4.43,Oil,Traditional
Canada,2011,4.54,Oil,Traditional
Canada,2012,4.41,Oil,Traditional
Canada,2013,4.41,Oil,Traditional
Canada,2014,4.48,Oil,Traditional
Canada,2015,4.37,Oil,Traditional
Canada,2016,4.44,Oil,Traditional
Canada,2017,4.45,Oil,Traditional
Canada,2018,4.59,Oil,Traditional
Canada,2019,4.5,Oil,Traditional
Central America,2000,0.57,Oil,Traditional
Central America,2001,0.61,Oil,Traditional
Central America,2002,0.61,Oil,Traditional
Central America,2003,0.64,Oil,Traditional
Central America,2004,0.65,Oil,Traditional
Central America,2005,0.65,Oil,Traditional
Central America,2006,0.69,Oil,Traditional
Central America,2007,0.73,Oil,Traditional
Central America,2008,0.73,Oil,Traditional
Central America,2009,0.72,Oil,Traditional
Central America,2010,0.73,Oil,Traditional
Central America,2011,0.77,Oil,Traditional
Central America,2012,0.78,Oil,Traditional
Central America,2013,0.78,Oil,Traditional
Central America,2014,0.81,Oil,Traditional
Central America,2015,0.88,Oil,Traditional
Central America,2016,0.91,Oil,Traditional
Central America,2017,0.92,Oil,Traditional
Central America,2018,0.92,Oil,Traditional
Central America,2019,0.95,Oil,Traditional
Chile,2000,0.51,Oil,Traditional
Chile,2001,0.49,Oil,Traditional
Chile,2002,0.51,Oil,Traditional
Chile,2003,0.49,Oil,Traditional
Chile,2004,0.52,Oil,Traditional
Chile,2005,0.54,Oil,Traditional
Chile,2006,0.6,Oil,Traditional
Chile,2007,0.77,Oil,Traditional
Chile,2008,0.8,Oil,Traditional
Chile,2009,0.78,Oil,Traditional
Chile,2010,0.69,Oil,Traditional
Chile,2011,0.76,Oil,Traditional
Chile,2012,0.76,Oil,Traditional
Chile,2013,0.73,Oil,Traditional
Chile,2014,0.71,Oil,Traditional
Chile,2015,0.72,Oil,Traditional
Chile,2016,0.76,Oil,Traditional
Chile,2017,0.73,Oil,Traditional
Chile,2018,0.75,Oil,Traditional
Chile,2019,0.76,Oil,Traditional
China,2000,9.58,Oil,Traditional
China,2001,9.8,Oil,Traditional
China,2002,10.58,Oil,Traditional
China,2003,11.78,Oil,Traditional
China,2004,13.75,Oil,Traditional
China,2005,13.99,Oil,Traditional
China,2006,15.03,Oil,Traditional
China,2007,15.77,Oil,Traditional
China,2008,16.09,Oil,Traditional
China,2009,16.69,Oil,Traditional
China,2010,18.99,Oil,Traditional
China,2011,19.68,Oil,Traditional
China,2012,20.63,Oil,Traditional
China,2013,21.54,Oil,Traditional
China,2014,22.42,Oil,Traditional
China,2015,23.9,Oil,Traditional
China,2016,24.51,Oil,Traditional
China,2017,25.57,Oil,Traditional
China,2018,26.58,Oil,Traditional
China,2019,27.91,Oil,Traditional
China Hong Kong SAR,2000,0.43,Oil,Traditional
China Hong Kong SAR,2001,0.51,Oil,Traditional
China Hong Kong SAR,2002,0.56,Oil,Traditional
China Hong Kong SAR,2003,0.56,Oil,Traditional
China Hong Kong SAR,2004,0.66,Oil,Traditional
China Hong Kong SAR,2005,0.59,Oil,Traditional
China Hong Kong SAR,2006,0.64,Oil,Traditional
China Hong Kong SAR,2007,0.69,Oil,Traditional
China Hong Kong SAR,2008,0.62,Oil,Traditional
China Hong Kong SAR,2009,0.71,Oil,Traditional
China Hong Kong SAR,2010,0.77,Oil,Traditional
China Hong Kong SAR,2011,0.77,Oil,Traditional
China Hong Kong SAR,2012,0.74,Oil,Traditional
China Hong Kong SAR,2013,0.75,Oil,Traditional
China Hong Kong SAR,2014,0.72,Oil,Traditional
China Hong Kong SAR,2015,0.78,Oil,Traditional
China Hong Kong SAR,2016,0.81,Oil,Traditional
China Hong Kong SAR,2017,0.92,Oil,Traditional
China Hong Kong SAR,2018,0.93,Oil,Traditional
China Hong Kong SAR,2019,0.87,Oil,Traditional
Colombia,2000,0.48,Oil,Traditional
Colombia,2001,0.45,Oil,Traditional
Colombia,2002,0.44,Oil,Traditional
Colombia,2003,0.46,Oil,Traditional
Colombia,2004,0.46,Oil,Traditional
Colombia,2005,0.47,Oil,Traditional
Colombia,2006,0.47,Oil,Traditional
Colombia,2007,0.46,Oil,Traditional
Colombia,2008,0.5,Oil,Traditional
Colombia,2009,0.46,Oil,Traditional
Colombia,2010,0.51,Oil,Traditional
Colombia,2011,0.55,Oil,Traditional
Colombia,2012,0.6,Oil,Traditional
Colombia,2013,0.6,Oil,Traditional
Colombia,2014,0.64,Oil,Traditional
Colombia,2015,0.67,Oil,Traditional
Colombia,2016,0.7,Oil,Traditional
Colombia,2017,0.68,Oil,Traditional
Colombia,2018,0.69,Oil,Traditional
Colombia,2019,0.7,Oil,Traditional
Croatia,2000,0.17,Oil,Traditional
Croatia,2001,0.17,Oil,Traditional
Croatia,2002,0.18,Oil,Traditional
Croatia,2003,0.2,Oil,Traditional
Croatia,2004,0.19,Oil,Traditional
Croatia,2005,0.19,Oil,Traditional
Croatia,2006,0.2,Oil,Traditional
Croatia,2007,0.2,Oil,Traditional
Croatia,2008,0.19,Oil,Traditional
Croatia,2009,0.19,Oil,Traditional
Croatia,2010,0.16,Oil,Traditional
Croatia,2011,0.15,Oil,Traditional
Croatia,2012,0.13,Oil,Traditional
Croatia,2013,0.13,Oil,Traditional
Croatia,2014,0.14,Oil,Traditional
Croatia,2015,0.14,Oil,Traditional
Croatia,2016,0.14,Oil,Traditional
Croatia,2017,0.15,Oil,Traditional
Croatia,2018,0.15,Oil,Traditional
Croatia,2019,0.14,Oil,Traditional
Cyprus,2000,0.11,Oil,Traditional
Cyprus,2001,0.11,Oil,Traditional
Cyprus,2002,0.11,Oil,Traditional
Cyprus,2003,0.11,Oil,Traditional
Cyprus,2004,0.11,Oil,Traditional
Cyprus,2005,0.12,Oil,Traditional
Cyprus,2006,0.12,Oil,Traditional
Cyprus,2007,0.12,Oil,Traditional
Cyprus,2008,0.13,Oil,Traditional
Cyprus,2009,0.12,Oil,Traditional
Cyprus,2010,0.12,Oil,Traditional
Cyprus,2011,0.12,Oil,Traditional
Cyprus,2012,0.11,Oil,Traditional
Cyprus,2013,0.1,Oil,Traditional
Cyprus,2014,0.1,Oil,Traditional
Cyprus,2015,0.1,Oil,Traditional
Cyprus,2016,0.11,Oil,Traditional
Cyprus,2017,0.11,Oil,Traditional
Cyprus,2018,0.11,Oil,Traditional
Cyprus,2019,0.11,Oil,Traditional
Czech Republic,2000,0.34,Oil,Traditional
Czech Republic,2001,0.36,Oil,Traditional
Czech Republic,2002,0.35,Oil,Traditional
Czech Republic,2003,0.37,Oil,Traditional
Czech Republic,2004,0.41,Oil,Traditional
Czech Republic,2005,0.43,Oil,Traditional
Czech Republic,2006,0.42,Oil,Traditional
Czech Republic,2007,0.42,Oil,Traditional
Czech Republic,2008,0.42,Oil,Traditional
Czech Republic,2009,0.41,Oil,Traditional
Czech Republic,2010,0.38,Oil,Traditional
Czech Republic,2011,0.39,Oil,Traditional
Czech Republic,2012,0.39,Oil,Traditional
Czech Republic,2013,0.37,Oil,Traditional
Czech Republic,2014,0.39,Oil,Traditional
Czech Republic,2015,0.38,Oil,Traditional
Czech Republic,2016,0.36,Oil,Traditional
Czech Republic,2017,0.42,Oil,Traditional
Czech Republic,2018,0.43,Oil,Traditional
Czech Republic,2019,0.43,Oil,Traditional
Denmark,2000,0.44,Oil,Traditional
Denmark,2001,0.42,Oil,Traditional
Denmark,2002,0.41,Oil,Traditional
Denmark,2003,0.4,Oil,Traditional
Denmark,2004,0.39,Oil,Traditional
Denmark,2005,0.39,Oil,Traditional
Denmark,2006,0.4,Oil,Traditional
Denmark,2007,0.4,Oil,Traditional
Denmark,2008,0.39,Oil,Traditional
Denmark,2009,0.35,Oil,Traditional
Denmark,2010,0.36,Oil,Traditional
Denmark,2011,0.35,Oil,Traditional
Denmark,2012,0.32,Oil,Traditional
Denmark,2013,0.32,Oil,Traditional
Denmark,2014,0.32,Oil,Traditional
Denmark,2015,0.33,Oil,Traditional
Denmark,2016,0.32,Oil,Traditional
Denmark,2017,0.32,Oil,Traditional
Denmark,2018,0.32,Oil,Traditional
Denmark,2019,0.33,Oil,Traditional
Eastern Africa,2000,0.59,Oil,Traditional
Eastern Africa,2001,0.62,Oil,Traditional
Eastern Africa,2002,0.63,Oil,Traditional
Eastern Africa,2003,0.63,Oil,Traditional
Eastern Africa,2004,0.69,Oil,Traditional
Eastern Africa,2005,0.72,Oil,Traditional
Eastern Africa,2006,0.77,Oil,Traditional
Eastern Africa,2007,0.79,Oil,Traditional
Eastern Africa,2008,0.81,Oil,Traditional
Eastern Africa,2009,0.84,Oil,Traditional
Eastern Africa,2010,0.87,Oil,Traditional
Eastern Africa,2011,0.92,Oil,Traditional
Eastern Africa,2012,0.93,Oil,Traditional
Eastern Africa,2013,1,Oil,Traditional
Eastern Africa,2014,1.03,Oil,Traditional
Eastern Africa,2015,1.13,Oil,Traditional
Eastern Africa,2016,1.18,Oil,Traditional
Eastern Africa,2017,1.25,Oil,Traditional
Eastern Africa,2018,1.29,Oil,Traditional
Eastern Africa,2019,1.33,Oil,Traditional
Ecuador,2000,0.28,Oil,Traditional
Ecuador,2001,0.29,Oil,Traditional
Ecuador,2002,0.29,Oil,Traditional
Ecuador,2003,0.3,Oil,Traditional
Ecuador,2004,0.31,Oil,Traditional
Ecuador,2005,0.34,Oil,Traditional
Ecuador,2006,0.36,Oil,Traditional
Ecuador,2007,0.37,Oil,Traditional
Ecuador,2008,0.38,Oil,Traditional
Ecuador,2009,0.39,Oil,Traditional
Ecuador,2010,0.45,Oil,Traditional
Ecuador,2011,0.46,Oil,Traditional
Ecuador,2012,0.47,Oil,Traditional
Ecuador,2013,0.5,Oil,Traditional
Ecuador,2014,0.53,Oil,Traditional
Ecuador,2015,0.51,Oil,Traditional
Ecuador,2016,0.48,Oil,Traditional
Ecuador,2017,0.47,Oil,Traditional
Ecuador,2018,0.51,Oil,Traditional
Ecuador,2019,0.49,Oil,Traditional
Egypt,2000,1.16,Oil,Traditional
Egypt,2001,1.12,Oil,Traditional
Egypt,2002,1.08,Oil,Traditional
Egypt,2003,1.11,Oil,Traditional
Egypt,2004,1.15,Oil,Traditional
Egypt,2005,1.28,Oil,Traditional
Egypt,2006,1.23,Oil,Traditional
Egypt,2007,1.31,Oil,Traditional
Egypt,2008,1.41,Oil,Traditional
Egypt,2009,1.48,Oil,Traditional
Egypt,2010,1.57,Oil,Traditional
Egypt,2011,1.46,Oil,Traditional
Egypt,2012,1.53,Oil,Traditional
Egypt,2013,1.54,Oil,Traditional
Egypt,2014,1.65,Oil,Traditional
Egypt,2015,1.72,Oil,Traditional
Egypt,2016,1.76,Oil,Traditional
Egypt,2017,1.64,Oil,Traditional
Egypt,2018,1.53,Oil,Traditional
Egypt,2019,1.5,Oil,Traditional
Estonia,2000,0.05,Oil,Traditional
Estonia,2001,0.05,Oil,Traditional
Estonia,2002,0.06,Oil,Traditional
Estonia,2003,0.06,Oil,Traditional
Estonia,2004,0.06,Oil,Traditional
Estonia,2005,0.06,Oil,Traditional
Estonia,2006,0.06,Oil,Traditional
Estonia,2007,0.07,Oil,Traditional
Estonia,2008,0.06,Oil,Traditional
Estonia,2009,0.06,Oil,Traditional
Estonia,2010,0.06,Oil,Traditional
Estonia,2011,0.06,Oil,Traditional
Estonia,2012,0.07,Oil,Traditional
Estonia,2013,0.07,Oil,Traditional
Estonia,2014,0.06,Oil,Traditional
Estonia,2015,0.06,Oil,Traditional
Estonia,2016,0.06,Oil,Traditional
Estonia,2017,0.06,Oil,Traditional
Estonia,2018,0.06,Oil,Traditional
Estonia,2019,0.06,Oil,Traditional
Finland,2000,0.47,Oil,Traditional
Finland,2001,0.46,Oil,Traditional
Finland,2002,0.48,Oil,Traditional
Finland,2003,0.5,Oil,Traditional
Finland,2004,0.46,Oil,Traditional
Finland,2005,0.48,Oil,Traditional
Finland,2006,0.46,Oil,Traditional
Finland,2007,0.47,Oil,Traditional
Finland,2008,0.46,Oil,Traditional
Finland,2009,0.43,Oil,Traditional
Finland,2010,0.45,Oil,Traditional
Finland,2011,0.43,Oil,Traditional
Finland,2012,0.41,Oil,Traditional
Finland,2013,0.43,Oil,Traditional
Finland,2014,0.4,Oil,Traditional
Finland,2015,0.4,Oil,Traditional
Finland,2016,0.43,Oil,Traditional
Finland,2017,0.41,Oil,Traditional
Finland,2018,0.41,Oil,Traditional
Finland,2019,0.39,Oil,Traditional
France,2000,4.1,Oil,Traditional
France,2001,4.12,Oil,Traditional
France,2002,4.01,Oil,Traditional
France,2003,4.01,Oil,Traditional
France,2004,4.05,Oil,Traditional
France,2005,3.99,Oil,Traditional
France,2006,3.98,Oil,Traditional
France,2007,3.88,Oil,Traditional
France,2008,3.81,Oil,Traditional
France,2009,3.66,Oil,Traditional
France,2010,3.53,Oil,Traditional
France,2011,3.46,Oil,Traditional
France,2012,3.34,Oil,Traditional
France,2013,3.3,Oil,Traditional
France,2014,3.19,Oil,Traditional
France,2015,3.19,Oil,Traditional
France,2016,3.17,Oil,Traditional
France,2017,3.18,Oil,Traditional
France,2018,3.17,Oil,Traditional
France,2019,3.15,Oil,Traditional
Germany,2000,5.65,Oil,Traditional
Germany,2001,5.73,Oil,Traditional
Germany,2002,5.54,Oil,Traditional
Germany,2003,5.43,Oil,Traditional
Germany,2004,5.37,Oil,Traditional
Germany,2005,5.26,Oil,Traditional
Germany,2006,5.25,Oil,Traditional
Germany,2007,4.75,Oil,Traditional
Germany,2008,5.04,Oil,Traditional
Germany,2009,4.82,Oil,Traditional
Germany,2010,4.89,Oil,Traditional
Germany,2011,4.73,Oil,Traditional
Germany,2012,4.7,Oil,Traditional
Germany,2013,4.8,Oil,Traditional
Germany,2014,4.67,Oil,Traditional
Germany,2015,4.67,Oil,Traditional
Germany,2016,4.76,Oil,Traditional
Germany,2017,4.87,Oil,Traditional
Germany,2018,4.63,Oil,Traditional
Germany,2019,4.68,Oil,Traditional
Greece,2000,0.87,Oil,Traditional
Greece,2001,0.88,Oil,Traditional
Greece,2002,0.89,Oil,Traditional
Greece,2003,0.93,Oil,Traditional
Greece,2004,0.91,Oil,Traditional
Greece,2005,0.92,Oil,Traditional
Greece,2006,0.97,Oil,Traditional
Greece,2007,0.98,Oil,Traditional
Greece,2008,0.93,Oil,Traditional
Greece,2009,0.88,Oil,Traditional
Greece,2010,0.79,Oil,Traditional
Greece,2011,0.75,Oil,Traditional
Greece,2012,0.66,Oil,Traditional
Greece,2013,0.62,Oil,Traditional
Greece,2014,0.62,Oil,Traditional
Greece,2015,0.64,Oil,Traditional
Greece,2016,0.64,Oil,Traditional
Greece,2017,0.66,Oil,Traditional
Greece,2018,0.65,Oil,Traditional
Greece,2019,0.68,Oil,Traditional
Hungary,2000,0.3,Oil,Traditional
Hungary,2001,0.29,Oil,Traditional
Hungary,2002,0.28,Oil,Traditional
Hungary,2003,0.27,Oil,Traditional
Hungary,2004,0.28,Oil,Traditional
Hungary,2005,0.32,Oil,Traditional
Hungary,2006,0.34,Oil,Traditional
Hungary,2007,0.34,Oil,Traditional
Hungary,2008,0.32,Oil,Traditional
Hungary,2009,0.3,Oil,Traditional
Hungary,2010,0.28,Oil,Traditional
Hungary,2011,0.3,Oil,Traditional
Hungary,2012,0.28,Oil,Traditional
Hungary,2013,0.27,Oil,Traditional
Hungary,2014,0.3,Oil,Traditional
Hungary,2015,0.32,Oil,Traditional
Hungary,2016,0.32,Oil,Traditional
Hungary,2017,0.34,Oil,Traditional
Hungary,2018,0.37,Oil,Traditional
Hungary,2019,0.37,Oil,Traditional
Iceland,2000,0.03,Oil,Traditional
Iceland,2001,0.03,Oil,Traditional
Iceland,2002,0.03,Oil,Traditional
Iceland,2003,0.03,Oil,Traditional
Iceland,2004,0.04,Oil,Traditional
Iceland,2005,0.04,Oil,Traditional
Iceland,2006,0.04,Oil,Traditional
Iceland,2007,0.04,Oil,Traditional
Iceland,2008,0.03,Oil,Traditional
Iceland,2009,0.03,Oil,Traditional
Iceland,2010,0.03,Oil,Traditional
Iceland,2011,0.03,Oil,Traditional
Iceland,2012,0.03,Oil,Traditional
Iceland,2013,0.03,Oil,Traditional
Iceland,2014,0.03,Oil,Traditional
Iceland,2015,0.04,Oil,Traditional
Iceland,2016,0.04,Oil,Traditional
Iceland,2017,0.04,Oil,Traditional
Iceland,2018,0.05,Oil,Traditional
Iceland,2019,0.04,Oil,Traditional
India,2000,4.58,Oil,Traditional
India,2001,4.61,Oil,Traditional
India,2002,4.91,Oil,Traditional
India,2003,5.04,Oil,Traditional
India,2004,5.18,Oil,Traditional
India,2005,5.27,Oil,Traditional
India,2006,5.54,Oil,Traditional
India,2007,5.95,Oil,Traditional
India,2008,6.24,Oil,Traditional
India,2009,6.57,Oil,Traditional
India,2010,6.72,Oil,Traditional
India,2011,7.03,Oil,Traditional
India,2012,7.45,Oil,Traditional
India,2013,7.5,Oil,Traditional
India,2014,7.72,Oil,Traditional
India,2015,8.34,Oil,Traditional
India,2016,9.15,Oil,Traditional
India,2017,9.49,Oil,Traditional
India,2018,9.95,Oil,Traditional
India,2019,10.24,Oil,Traditional
Indonesia,2000,2.37,Oil,Traditional
Indonesia,2001,2.41,Oil,Traditional
Indonesia,2002,2.49,Oil,Traditional
Indonesia,2003,2.53,Oil,Traditional
Indonesia,2004,2.69,Oil,Traditional
Indonesia,2005,2.67,Oil,Traditional
Indonesia,2006,2.55,Oil,Traditional
Indonesia,2007,2.69,Oil,Traditional
Indonesia,2008,2.62,Oil,Traditional
Indonesia,2009,2.65,Oil,Traditional
Indonesia,2010,2.82,Oil,Traditional
Indonesia,2011,3.18,Oil,Traditional
Indonesia,2012,3.27,Oil,Traditional
Indonesia,2013,3.3,Oil,Traditional
Indonesia,2014,3.32,Oil,Traditional
Indonesia,2015,3.07,Oil,Traditional
Indonesia,2016,3.09,Oil,Traditional
Indonesia,2017,3.25,Oil,Traditional
Indonesia,2018,3.38,Oil,Traditional
Indonesia,2019,3.38,Oil,Traditional
Iran,2000,2.92,Oil,Traditional
Iran,2001,2.94,Oil,Traditional
Iran,2002,2.96,Oil,Traditional
Iran,2003,3,Oil,Traditional
Iran,2004,3.09,Oil,Traditional
Iran,2005,3.4,Oil,Traditional
Iran,2006,3.7,Oil,Traditional
Iran,2007,3.79,Oil,Traditional
Iran,2008,3.97,Oil,Traditional
Iran,2009,3.93,Oil,Traditional
Iran,2010,3.59,Oil,Traditional
Iran,2011,3.66,Oil,Traditional
Iran,2012,3.74,Oil,Traditional
Iran,2013,4.08,Oil,Traditional
Iran,2014,3.8,Oil,Traditional
Iran,2015,3.37,Oil,Traditional
Iran,2016,3.46,Oil,Traditional
Iran,2017,3.49,Oil,Traditional
Iran,2018,3.54,Oil,Traditional
Iran,2019,3.92,Oil,Traditional
Iraq,2000,0.94,Oil,Traditional
Iraq,2001,1.08,Oil,Traditional
Iraq,2002,1.02,Oil,Traditional
